WEEK;DATE;TIME;HOME;AWAY
20;14/06/2025;17:30;Shonan Bellmare;Machida Zelvia
20;14/06/2025;18:00;Yokohama FC;Kawa Frontale
20;14/06/2025;18:00;Kashima Antlers;Sanfrecce
20;14/06/2025;19:00;FC Tokyo;Cerezo Osaka
20;15/06/2025;14:00;Albirex Niigata;Marinos
20;15/06/2025;18:00;Fagi Okayama;Avispa Fukuoka
20;15/06/2025;18:00;Vissel Kobe;Grampus
20;15/06/2025;18:00;Tokyo Verdy;Kashiwa Reysol
20;15/06/2025;18:30;S-Pulse;Gamba Osaka
21;21/06/2025;16:00;Machida Zelvia;Kashima Antlers
