WEEK;DATE;TIME;HOME;AWAY
16;14/06/2025;14:00;Independiente;Libertad
16;14/06/2025;16:30;Barcelona;Manta Fútbol Club
16;13/06/2025;19:00;Orense;Macará
16;15/06/2025;;Vinotinto;LDU de Quito
16;15/06/2025;13:00;Técnico Univ.;SD Aucas
16;15/06/2025;15:30;Deportivo Cuenca;El Nacional
16;15/06/2025;18:00;Delfín;Mushuc Runa
16;16/06/2025;19:00;Univ Católica;CS Emelec
7;18/06/2025;19:00;LDU de Quito;Barcelona
17;21/06/2025;14:00;El Nacional;Univ Católica
