WEEK;DATE;TIME;HOME;AWAY
10;14/06/2025;14:00;Inter Turku;Haka
10;14/06/2025;17:00;AC Oulu;HJK
10;14/06/2025;19:00;SJK;FF Jaro
10;14/06/2025;19:00;KuPS;Ilves
10;14/06/2025;19:00;IF Gnistan;KTP
10;14/06/2025;19:00;IFK Mariehamn;VPS
11;18/06/2025;17:00;Ilves;SJK
11;18/06/2025;21:00;HJK;Haka
11;18/06/2025;21:00;IFK Mariehamn;KuPS
11;18/06/2025;21:00;VPS;IF Gnistan
