WEEK;DATE;TIME;HOME;AWAY
18;13/06/2025;19:30;Gangwon;Jeonbuk Hyundai
18;13/06/2025;19:30;Gwangju FC;FC Seoul
18;14/06/2025;19:00;Suwon FC;FC Anyang
18;14/06/2025;19:00;Jeju United FC;Daegu
18;14/06/2025;19:00;Sangju Sangmu;Pohang
19;17/06/2025;19:30;Jeonbuk Hyundai;Suwon FC
19;17/06/2025;19:30;FC Seoul;Gangwon
19;17/06/2025;19:30;Daegu;Pohang
19;18/06/2025;19:30;Daejeon Citizen FC;Sangju Sangmu
19;18/06/2025;19:30;Jeju United FC;Gwangju FC
