WEEK;DATE;TIME;HOME;AWAY
13;28/06/2025;15:00;Hammarby;Halmstad
13;28/06/2025;17:30;Öster;Sirius
13;29/06/2025;14:00;AIK Stockholm;Göteborg
13;29/06/2025;14:00;Degerfors;Brommapojkarna
13;29/06/2025;16:30;Värnamo;Elfsborg
13;29/06/2025;16:30;Häcken;GAIS
13;30/06/2025;19:00;Djurgården;Norrköping
13;30/06/2025;19:00;Mjällby;Malmö
14;06/07/2025;;Norrköping;Brommapojkarna
14;06/07/2025;;Hammarby;Värnamo
