WEEK;DATE;TIME;HOME;AWAY
10;21/06/2025;18:00;Bodø/Glimt;Brann
10;22/06/2025;14:30;Vålerenga;Molde
10;22/06/2025;17:00;Sandefjord;Haugesund
10;22/06/2025;17:00;Kristiansund;Rosenborg
10;22/06/2025;17:00;KFUM Oslo;Strømsgodset
10;22/06/2025;17:00;HamKam;Tromsø
10;22/06/2025;17:00;Sarpsborg 08;Bryne
10;22/06/2025;19:15;Viking;Fredrikstad
11;28/06/2025;;Fredrikstad;Tromsø
11;28/06/2025;;Haugesund;Kristiansund
