WEEK;DATE;TIME;HOME;AWAY
3;07/06/2025;;Peñarol;Defensor
3;07/06/2025;;Nacional;Boston River
3;07/06/2025;;Juventud de Las Piedras;Racing
3;07/06/2025;;Progreso;Miramar Misiones
3;07/06/2025;;Cerro;River Plate
3;07/06/2025;;Danubio;Torque
3;07/06/2025;;Wanderers;Plaza Colonia
3;07/06/2025;;Liverpool;Cerro Largo
