WEEK;DATE;TIME;HOME;AWAY
12;11/06/2025;;Botafogo (RJ);Mirassol
12;11/06/2025;;Sport Recife;Flamengo
12;11/06/2025;;Palmeiras;Juventude
12;11/06/2025;;Fluminense;Ceará
12;12/06/2025;19:00;RB Bragantino;Bahia
12;12/06/2025;19:00;Vitória;Cruzeiro
12;12/06/2025;19:30;Fortaleza;Santos
12;12/06/2025;20:00;Grêmio;Corinthians
12;12/06/2025;21:30;Atlético Mineiro;Internacional
12;12/06/2025;21:30;São Paulo;Vasco da Gama
