WEEK;DATE;TIME;HOME;AWAY
7;13/04/2025;16:00;U de Chile;Colo-Colo
8;12/06/2025;20:00;Iquique;Colo-Colo
14;14/06/2025;12:30;Palestino;La Serena
14;14/06/2025;15:00;Univ Católica;Huachipato
14;13/06/2025;20:00;CD Limache;La Calera
14;15/06/2025;12:30;O'Higgins;Unión Española
14;15/06/2025;15:00;Coquimbo Unido;U de Chile
14;15/06/2025;20:00;Ñublense;Audax Italiano
14;17/06/2025;18:00;Colo-Colo;Cobresal
14;16/06/2025;20:00;Iquique;Everton
