WEEK;DATE;TIME;HOME;AWAY
16;21/12/2024;20:00;Deinze;RSCA Futures
17;12/01/2025;16:00;Club NXT;Deinze
18;17/01/2025;20:00;Deinze;Lommel
19;26/01/2025;19:15;Beveren;Deinze
20;31/01/2025;20:00;Deinze;Lokeren-Temse
21;07/02/2025;20:00;Zulte Waregem;Deinze
22;14/02/2025;20:00;Deinze;Patro Eisden
23;23/02/2025;13:30;Seraing;Deinze
24;01/03/2025;16:00;Deinze;RWDM
25;07/03/2025;20:00;Jong Genk;Deinze
