WEEK;DATE;TIME;HOME;AWAY
1;13/07/2025;;Unión;Estudiantes–LP
1;13/07/2025;;Gimnasia–LP;Instituto
1;13/07/2025;;Racing Club;Barracas Central
1;13/07/2025;;Atlé Tucumán;San Martín de San Juan
1;13/07/2025;;Sarmiento;Independiente
1;13/07/2025;;Talleres;San Lorenzo
1;13/07/2025;;Deportivo Riestra;Lanús
1;13/07/2025;;River Plate;Platense
1;13/07/2025;;Vélez Sarsfield;Tigre
1;13/07/2025;;Ind. Rivadavia;Newell's OB
