WEEK;DATE;TIME;HOME;AWAY
11;05/06/2025;18:00;Botafogo (SP);Coritiba
11;06/06/2025;19:00;Novorizontino;Chapecoense
11;07/06/2025;16:00;América (MG);Ferroviária
11;06/06/2025;20:30;Cuiabá;Paysandu
11;07/06/2025;20:30;Avaí;CRB
11;08/06/2025;16:00;Goiás;Volta Redonda
11;08/06/2025;18:00;Ath Paranaense;Atl Goianiense
11;08/06/2025;20:30;Remo;Operário
11;09/06/2025;18:30;Amazonas;Athletic
11;09/06/2025;19:00;Criciúma;Vila Nova
