WEEK;DATE;TIME;HOME;AWAY
12;06/06/2025;18:00;FK Bodø/Glimt;Rosenborg
12;07/06/2025;14:00;Brann;Lyn
12;07/06/2025;14:00;LSK Kvinner;Hønefoss
12;07/06/2025;14:00;Røa;Kolbotn
12;07/06/2025;18:00;Vålerenga;Stabæk
13;14/06/2025;14:00;Lyn;LSK Kvinner
13;14/06/2025;14:00;Rosenborg;Røa
13;14/06/2025;14:00;Kolbotn;Stabæk
13;14/06/2025;16:00;FK Bodø/Glimt;Vålerenga
13;14/06/2025;16:00;Hønefoss;Brann
